RespondantID,Brand,Cores,RAM,HardDrive,DSize,DQuality,TouchScreen,Rating
83,Ethos,Quad Core,8 GB,512 GB,12 Inch,HD,No,8
83,Apple,Dual Core,16 GB,256 GB,15.2 Inch,Normal,No,4
83,Ethos,Quad Core,4GB,1024 GB,15.2 Inch,Normal,Yes,2
83,Ethos,Dual Core,4GB,256 GB,14 Inch,Normal,Yes,3
84,Acer,Dual Core,4GB,512 GB,12 Inch,Normal,No,8
84,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,5
84,Acer,Dual Core,4GB,512 GB,12 Inch,Normal,No,4
84,Acer,Quad Core,8 GB,256 GB,14 Inch,HD,No,1
84,Lenovo,Dual Core,16 GB,1024 GB,14 Inch,Normal,No,4
84,Asus,Quad Core,16 GB,1024 GB,12 Inch,HD,Yes,9
84,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,4
84,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,5
84,Other,Dual Core,16 GB,512 GB,15.2 Inch,HD,Yes,4
85,Asus,Quad Core,8 GB,1024 GB,15.2 Inch,Normal,No,7
85,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,4
85,Lenovo,Dual Core,16 GB,1024 GB,14 Inch,Normal,No,1
85,Other,Quad Core,4GB,256 GB,14 Inch,HD,Yes,5
85,Ethos,Dual Core,4GB,256 GB,14 Inch,Normal,Yes,7
85,Acer,Quad Core,4GB,256 GB,15.2 Inch,HD,No,7
85,Acer,Dual Core,16 GB,1024 GB,12 Inch,Normal,Yes,1
85,Asus,Quad Core,16 GB,1024 GB,12 Inch,HD,Yes,7
85,Asus,Quad Core,16 GB,1024 GB,12 Inch,HD,Yes,6
86,Ethos,Quad Core,8 GB,512 GB,12 Inch,HD,No,1
86,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,5
86,Asus,Quad Core,16 GB,1024 GB,12 Inch,HD,Yes,8
86,Acer,Dual Core,4GB,512 GB,12 Inch,Normal,No,4
86,Ethos,Dual Core,8 GB,1024 GB,14 Inch,Normal,No,6
86,Ethos,Dual Core,16 GB,256 GB,12 Inch,HD,Yes,9
86,Acer,Dual Core,16 GB,1024 GB,12 Inch,Normal,Yes,1
86,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,9
86,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,2
87,Apple,Dual Core,4GB,512 GB,14 Inch,HD,Yes,1
87,Acer,Dual Core,4GB,512 GB,12 Inch,Normal,No,4
87,Asus,Quad Core,4GB,512 GB,12 Inch,Normal,Yes,4
87,Other,Dual Core,4GB,1024 GB,15.2 Inch,HD,No,8
87,Lenovo,Quad Core,16 GB,256 GB,15.2 Inch,Normal,Yes,4
87,Lenovo,Quad Core,8 GB,512 GB,15.2 Inch,HD,Yes,1
87,Asus,Dual Core,4GB,256 GB,15.2 Inch,Normal,No,8
87,Asus,Quad Core,4GB,512 GB,12 Inch,Normal,Yes,9
87,Ethos,Quad Core,4GB,1024 GB,15.2 Inch,Normal,Yes,4
88,Lenovo,Quad Core,8 GB,512 GB,15.2 Inch,HD,Yes,2
88,Ethos,Dual Core,8 GB,1024 GB,14 Inch,Normal,No,3
88,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,3
88,Acer,Dual Core,8 GB,1024 GB,15.2 Inch,HD,Yes,7
88,Ethos,Quad Core,4GB,1024 GB,15.2 Inch,Normal,Yes,8
88,Other,Dual Core,8 GB,512 GB,12 Inch,Normal,No,9
88,Lenovo,Quad Core,4GB,512 GB,14 Inch,Normal,No,4
88,Lenovo,Quad Core,16 GB,256 GB,15.2 Inch,Normal,Yes,1
88,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,4
89,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,4
89,Ethos,Dual Core,4GB,256 GB,14 Inch,Normal,Yes,1
89,Asus,Dual Core,4GB,256 GB,15.2 Inch,Normal,No,8
89,Asus,Quad Core,4GB,512 GB,12 Inch,Normal,Yes,3
89,Asus,Dual Core,16 GB,512 GB,14 Inch,HD,No,9
89,Asus,Dual Core,16 GB,512 GB,14 Inch,HD,No,4
89,Ethos,Dual Core,8 GB,1024 GB,14 Inch,Normal,No,5
89,Asus,Dual Core,4GB,256 GB,15.2 Inch,Normal,No,5
89,Ethos,Dual Core,4GB,256 GB,14 Inch,Normal,Yes,4
90,Other,Dual Core,4GB,1024 GB,15.2 Inch,HD,No,9
90,Lenovo,Dual Core,16 GB,1024 GB,14 Inch,Normal,No,6
90,Apple,Quad Core,8 GB,256 GB,12 Inch,Normal,Yes,6
90,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,5
90,Other,Quad Core,4GB,256 GB,14 Inch,HD,Yes,1
90,Ethos,Dual Core,16 GB,256 GB,12 Inch,HD,Yes,9
90,Ethos,Quad Core,4GB,1024 GB,15.2 Inch,Normal,Yes,4
90,Asus,Quad Core,4GB,512 GB,12 Inch,Normal,Yes,5
90,Other,Dual Core,8 GB,512 GB,12 Inch,Normal,No,9
91,Apple,Dual Core,16 GB,256 GB,15.2 Inch,Normal,No,8
91,Asus,Quad Core,8 GB,1024 GB,15.2 Inch,Normal,No,8
91,Acer,Dual Core,8 GB,1024 GB,15.2 Inch,HD,Yes,8
91,Other,Quad Core,16 GB,256 GB,12 Inch,Normal,No,5
91,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,5
91,Apple,Dual Core,16 GB,256 GB,15.2 Inch,Normal,No,7
91,Ethos,Dual Core,4GB,256 GB,14 Inch,Normal,Yes,4
91,Asus,Quad Core,16 GB,1024 GB,12 Inch,HD,Yes,9
91,Ethos,Quad Core,4GB,1024 GB,15.2 Inch,Normal,Yes,9
92,Ethos,Quad Core,8 GB,512 GB,12 Inch,HD,No,8
92,Asus,Quad Core,8 GB,1024 GB,15.2 Inch,Normal,No,2
92,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,4
92,Acer,Dual Core,8 GB,1024 GB,15.2 Inch,HD,Yes,9
92,Acer,Quad Core,16 GB,512 GB,14 Inch,Normal,Yes,7
92,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,8
92,Apple,Dual Core,8 GB,512 GB,15.2 Inch,Normal,Yes,7
92,Asus,Quad Core,8 GB,1024 GB,15.2 Inch,Normal,No,7
92,Other,Dual Core,16 GB,512 GB,15.2 Inch,HD,Yes,2
93,Apple,Dual Core,8 GB,512 GB,15.2 Inch,Normal,Yes,6
93,Other,Quad Core,16 GB,256 GB,12 Inch,Normal,No,7
93,Ethos,Quad Core,4GB,1024 GB,15.2 Inch,Normal,Yes,2
93,Other,Dual Core,4GB,1024 GB,15.2 Inch,HD,No,4
93,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,9
93,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,5
93,Asus,Dual Core,8 GB,256 GB,14 Inch,HD,Yes,4
93,Acer,Quad Core,4GB,256 GB,15.2 Inch,HD,No,2
93,Other,Dual Core,4GB,1024 GB,15.2 Inch,HD,No,9
94,Lenovo,Quad Core,8 GB,512 GB,15.2 Inch,HD,Yes,3
94,Ethos,Dual Core,8 GB,1024 GB,14 Inch,Normal,No,3
94,Lenovo,Dual Core,8 GB,256 GB,12 Inch,HD,No,6
94,Apple,Dual Core,16 GB,256 GB,15.2 Inch,Normal,No,9
94,Apple,Dual Core,8 GB,512 GB,15.2 Inch,Normal,Yes,1
94,Asus,Dual Core,16 GB,512 GB,14 Inch,HD,No,9
94,Other,Dual Core,8 GB,512 GB,12 Inch,Normal,No,9
94,Other,Quad Core,4GB,256 GB,14 Inch,HD,Yes,9
94,Lenovo,Quad Core,8 GB,512 GB,15.2 Inch,HD,Yes,6
95,Lenovo,Quad Core,8 GB,512 GB,15.2 Inch,HD,Yes,3
95,Ethos,Quad Core,8 GB,512 GB,12 Inch,HD,No,8
95,Ethos,Dual Core,4GB,256 GB,14 Inch,Normal,Yes,5
95,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,4
95,Acer,Dual Core,8 GB,1024 GB,15.2 Inch,HD,Yes,2
95,Lenovo,Quad Core,4GB,512 GB,14 Inch,Normal,No,9
95,Lenovo,Quad Core,8 GB,512 GB,15.2 Inch,HD,Yes,6
95,Ethos,Quad Core,16 GB,512 GB,15.2 Inch,HD,No,4
95,Acer,Quad Core,8 GB,256 GB,14 Inch,HD,No,2
96,Ethos,Dual Core,8 GB,1024 GB,14 Inch,Normal,No,2
96,Acer,Dual Core,16 GB,1024 GB,12 Inch,Normal,Yes,3
96,Ethos,Dual Core,16 GB,256 GB,12 Inch,HD,Yes,5
96,Apple,Dual Core,4GB,512 GB,14 Inch,HD,Yes,4
96,Apple,Dual Core,16 GB,256 GB,15.2 Inch,Normal,No,8
96,Other,Dual Core,8 GB,512 GB,12 Inch,Normal,No,9
96,Other,Dual Core,4GB,1024 GB,15.2 Inch,HD,No,4
96,Lenovo,Quad Core,8 GB,512 GB,15.2 Inch,HD,Yes,4
96,Ethos,Dual Core,8 GB,1024 GB,14 Inch,Normal,No,4
97,Asus,Dual Core,16 GB,512 GB,14 Inch,HD,No,6
97,Other,Quad Core,4GB,256 GB,14 Inch,HD,Yes,8
97,Other,Dual Core,8 GB,512 GB,12 Inch,Normal,No,9
97,Acer,Quad Core,4GB,256 GB,15.2 Inch,HD,No,5
97,Ethos,Quad Core,4GB,1024 GB,15.2 Inch,Normal,Yes,7
97,Asus,Quad Core,4GB,512 GB,12 Inch,Normal,Yes,8
97,Apple,Dual Core,16 GB,256 GB,15.2 Inch,Normal,No,4
97,Asus,Dual Core,16 GB,512 GB,14 Inch,HD,No,6
97,Asus,Quad Core,8 GB,1024 GB,15.2 Inch,Normal,No,2
98,Other,Dual Core,8 GB,512 GB,12 Inch,Normal,No,9
98,Ethos,Quad Core,16 GB,512 GB,15.2 Inch,HD,No,9
98,Ethos,Quad Core,16 GB,512 GB,15.2 Inch,HD,No,9
98,Other,Dual Core,16 GB,512 GB,15.2 Inch,HD,Yes,9
98,Asus,Dual Core,16 GB,512 GB,14 Inch,HD,No,2
98,Ethos,Dual Core,16 GB,256 GB,12 Inch,HD,Yes,5
98,Lenovo,Dual Core,4GB,1024 GB,12 Inch,HD,Yes,9
98,Other,Dual Core,8 GB,512 GB,12 Inch,Normal,No,3
98,Acer,Quad Core,4GB,256 GB,15.2 Inch,HD,No,6
99,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,4
99,Asus,Dual Core,16 GB,512 GB,14 Inch,HD,No,8
99,Other,Dual Core,4GB,1024 GB,15.2 Inch,HD,No,5
99,Lenovo,Dual Core,4GB,1024 GB,12 Inch,HD,Yes,7
99,Acer,Quad Core,16 GB,512 GB,14 Inch,Normal,Yes,3
99,Acer,Dual Core,8 GB,1024 GB,15.2 Inch,HD,Yes,4
99,Asus,Dual Core,4GB,256 GB,15.2 Inch,Normal,No,2
99,Asus,Quad Core,4GB,512 GB,12 Inch,Normal,Yes,8
99,Apple,Dual Core,8 GB,512 GB,15.2 Inch,Normal,Yes,4
100,Ethos,Quad Core,4GB,1024 GB,15.2 Inch,Normal,Yes,4
100,Other,Quad Core,16 GB,256 GB,12 Inch,Normal,No,9
100,Ethos,Dual Core,16 GB,256 GB,12 Inch,HD,Yes,9
100,Ethos,Quad Core,8 GB,512 GB,12 Inch,HD,No,7
100,Asus,Dual Core,8 GB,256 GB,14 Inch,HD,Yes,6
100,Ethos,Dual Core,16 GB,256 GB,12 Inch,HD,Yes,5
100,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,2
100,Ethos,Dual Core,8 GB,1024 GB,14 Inch,Normal,No,9
100,Asus,Quad Core,8 GB,1024 GB,15.2 Inch,Normal,No,8
101,Lenovo,Quad Core,8 GB,512 GB,15.2 Inch,HD,Yes,6
101,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,3
101,Ethos,Quad Core,8 GB,512 GB,12 Inch,HD,No,5
101,Lenovo,Dual Core,16 GB,1024 GB,14 Inch,Normal,No,1
101,Acer,Dual Core,16 GB,1024 GB,12 Inch,Normal,Yes,6
101,Ethos,Dual Core,8 GB,1024 GB,14 Inch,Normal,No,2
101,Lenovo,Quad Core,4GB,512 GB,14 Inch,Normal,No,3
101,Asus,Quad Core,16 GB,1024 GB,12 Inch,HD,Yes,7
101,Asus,Dual Core,16 GB,512 GB,14 Inch,HD,No,3
102,Other,Quad Core,16 GB,256 GB,12 Inch,Normal,No,9
102,Lenovo,Quad Core,8 GB,512 GB,15.2 Inch,HD,Yes,1
102,Lenovo,Quad Core,8 GB,512 GB,15.2 Inch,HD,Yes,5
102,Asus,Dual Core,8 GB,256 GB,14 Inch,HD,Yes,2
102,Lenovo,Quad Core,4GB,512 GB,14 Inch,Normal,No,5
102,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,2
102,Ethos,Dual Core,16 GB,256 GB,12 Inch,HD,Yes,9
102,Lenovo,Dual Core,4GB,1024 GB,12 Inch,HD,Yes,4
102,Apple,Quad Core,8 GB,256 GB,12 Inch,Normal,Yes,8
103,Asus,Quad Core,4GB,512 GB,12 Inch,Normal,Yes,3
103,Acer,Dual Core,16 GB,1024 GB,12 Inch,Normal,Yes,2
103,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,8
103,Asus,Quad Core,16 GB,1024 GB,12 Inch,HD,Yes,4
103,Acer,Quad Core,16 GB,512 GB,14 Inch,Normal,Yes,3
103,Asus,Quad Core,16 GB,1024 GB,12 Inch,HD,Yes,3
103,Asus,Quad Core,4GB,512 GB,12 Inch,Normal,Yes,5
103,Acer,Quad Core,8 GB,256 GB,14 Inch,HD,No,2
103,Acer,Dual Core,4GB,512 GB,12 Inch,Normal,No,8
104,Other,Dual Core,8 GB,512 GB,12 Inch,Normal,No,7
104,Asus,Dual Core,8 GB,256 GB,14 Inch,HD,Yes,1
104,Acer,Quad Core,4GB,256 GB,15.2 Inch,HD,No,3
104,Acer,Dual Core,8 GB,1024 GB,15.2 Inch,HD,Yes,5
104,Apple,Dual Core,4GB,512 GB,14 Inch,HD,Yes,8
104,Acer,Quad Core,4GB,256 GB,15.2 Inch,HD,No,6
104,Lenovo,Quad Core,16 GB,256 GB,15.2 Inch,Normal,Yes,2
104,Other,Quad Core,16 GB,256 GB,12 Inch,Normal,No,3
104,Lenovo,Quad Core,4GB,512 GB,14 Inch,Normal,No,9
105,Acer,Dual Core,8 GB,1024 GB,15.2 Inch,HD,Yes,1
105,Ethos,Dual Core,8 GB,1024 GB,14 Inch,Normal,No,9
105,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,1
105,Asus,Quad Core,4GB,512 GB,12 Inch,Normal,Yes,5
105,Lenovo,Quad Core,8 GB,512 GB,15.2 Inch,HD,Yes,6
105,Apple,Quad Core,4GB,1024 GB,12 Inch,HD,No,9
105,Asus,Quad Core,4GB,512 GB,12 Inch,Normal,Yes,9
105,Ethos,Dual Core,16 GB,256 GB,12 Inch,HD,Yes,7
105,Lenovo,Quad Core,4GB,512 GB,14 Inch,Normal,No,6
106,Asus,Quad Core,16 GB,1024 GB,12 Inch,HD,Yes,3
106,Apple,Dual Core,8 GB,512 GB,15.2 Inch,Normal,Yes,6
106,Acer,Dual Core,8 GB,1024 GB,15.2 Inch,HD,Yes,6
106,Lenovo,Dual Core,4GB,1024 GB,12 Inch,HD,Yes,7
106,Acer,Quad Core,4GB,256 GB,15.2 Inch,HD,No,9
106,Acer,Dual Core,8 GB,1024 GB,15.2 Inch,HD,Yes,2
106,Apple,Quad Core,8 GB,256 GB,12 Inch,Normal,Yes,5
106,Apple,Dual Core,4GB,512 GB,14 Inch,HD,Yes,6
106,Asus,Dual Core,4GB,256 GB,15.2 Inch,Normal,No,6
107,Lenovo,Quad Core,4GB,512 GB,14 Inch,Normal,No,8
107,Lenovo,Quad Core,4GB,512 GB,14 Inch,Normal,No,4
107,Ethos,Quad Core,8 GB,512 GB,12 Inch,HD,No,8
107,Lenovo,Dual Core,16 GB,1024 GB,14 Inch,Normal,No,3
107,Apple,Dual Core,4GB,512 GB,14 Inch,HD,Yes,8
107,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,3
107,Apple,Dual Core,8 GB,512 GB,15.2 Inch,Normal,Yes,7
107,Asus,Dual Core,16 GB,512 GB,14 Inch,HD,No,8
107,Other,Dual Core,16 GB,512 GB,15.2 Inch,HD,Yes,8
108,Acer,Dual Core,16 GB,1024 GB,12 Inch,Normal,Yes,1
108,Apple,Quad Core,8 GB,256 GB,12 Inch,Normal,Yes,4
108,Asus,Quad Core,8 GB,1024 GB,15.2 Inch,Normal,No,2
108,Lenovo,Quad Core,16 GB,256 GB,15.2 Inch,Normal,Yes,5
108,Other,Quad Core,16 GB,256 GB,12 Inch,Normal,No,7
108,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,4
108,Acer,Quad Core,8 GB,256 GB,14 Inch,HD,No,3
108,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,1
108,Asus,Quad Core,4GB,512 GB,12 Inch,Normal,Yes,6
109,Ethos,Quad Core,8 GB,512 GB,12 Inch,HD,No,4
109,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,3
109,Lenovo,Dual Core,4GB,1024 GB,12 Inch,HD,Yes,4
109,Ethos,Quad Core,8 GB,512 GB,12 Inch,HD,No,1
109,Acer,Quad Core,4GB,256 GB,15.2 Inch,HD,No,9
109,Asus,Quad Core,16 GB,1024 GB,12 Inch,HD,Yes,2
109,Other,Quad Core,4GB,256 GB,14 Inch,HD,Yes,4
109,Asus,Quad Core,8 GB,1024 GB,15.2 Inch,Normal,No,7
109,Other,Quad Core,16 GB,256 GB,12 Inch,Normal,No,3
110,Ethos,Dual Core,16 GB,256 GB,12 Inch,HD,Yes,8
110,Acer,Quad Core,8 GB,256 GB,14 Inch,HD,No,1
110,Asus,Dual Core,16 GB,512 GB,14 Inch,HD,No,9
110,Acer,Dual Core,16 GB,1024 GB,12 Inch,Normal,Yes,1
110,Lenovo,Quad Core,16 GB,256 GB,15.2 Inch,Normal,Yes,4
110,Lenovo,Quad Core,4GB,512 GB,14 Inch,Normal,No,5
110,Ethos,Quad Core,16 GB,512 GB,15.2 Inch,HD,No,9
110,Ethos,Dual Core,8 GB,1024 GB,14 Inch,Normal,No,9
110,Lenovo,Quad Core,4GB,512 GB,14 Inch,Normal,No,9
111,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,6
111,Lenovo,Dual Core,16 GB,1024 GB,14 Inch,Normal,No,1
111,Asus,Dual Core,8 GB,256 GB,14 Inch,HD,Yes,4
111,Acer,Dual Core,16 GB,1024 GB,12 Inch,Normal,Yes,2
111,Asus,Quad Core,16 GB,1024 GB,12 Inch,HD,Yes,1
111,Acer,Quad Core,8 GB,256 GB,14 Inch,HD,No,6
111,Ethos,Quad Core,16 GB,512 GB,15.2 Inch,HD,No,6
111,Acer,Dual Core,4GB,512 GB,12 Inch,Normal,No,3
111,Other,Dual Core,4GB,1024 GB,15.2 Inch,HD,No,8
112,Apple,Quad Core,8 GB,256 GB,12 Inch,Normal,Yes,5
112,Other,Quad Core,16 GB,256 GB,12 Inch,Normal,No,5
112,Asus,Dual Core,4GB,256 GB,15.2 Inch,Normal,No,6
112,Acer,Quad Core,16 GB,512 GB,14 Inch,Normal,Yes,8
112,Lenovo,Dual Core,8 GB,256 GB,12 Inch,HD,No,9
112,Lenovo,Dual Core,16 GB,1024 GB,14 Inch,Normal,No,3
112,Apple,Dual Core,16 GB,256 GB,15.2 Inch,Normal,No,5
112,Ethos,Quad Core,4GB,1024 GB,15.2 Inch,Normal,Yes,4
112,Apple,Quad Core,4GB,1024 GB,12 Inch,HD,No,9
113,Apple,Dual Core,4GB,512 GB,14 Inch,HD,Yes,1
113,Asus,Dual Core,4GB,256 GB,15.2 Inch,Normal,No,9
113,Ethos,Dual Core,8 GB,1024 GB,14 Inch,Normal,No,6
113,Apple,Quad Core,4GB,1024 GB,12 Inch,HD,No,9
113,Apple,Dual Core,16 GB,256 GB,15.2 Inch,Normal,No,2
113,Other,Quad Core,4GB,256 GB,14 Inch,HD,Yes,5
113,Acer,Dual Core,8 GB,1024 GB,15.2 Inch,HD,Yes,8
113,Acer,Dual Core,16 GB,1024 GB,12 Inch,Normal,Yes,5
113,Ethos,Quad Core,8 GB,512 GB,12 Inch,HD,No,5
114,Lenovo,Quad Core,16 GB,256 GB,15.2 Inch,Normal,Yes,5
114,Acer,Quad Core,16 GB,512 GB,14 Inch,Normal,Yes,4
114,Ethos,Dual Core,8 GB,1024 GB,14 Inch,Normal,No,3
114,Asus,Dual Core,4GB,256 GB,15.2 Inch,Normal,No,2
114,Lenovo,Quad Core,16 GB,256 GB,15.2 Inch,Normal,Yes,3
114,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,8
114,Apple,Dual Core,8 GB,512 GB,15.2 Inch,Normal,Yes,5
114,Asus,Dual Core,8 GB,256 GB,14 Inch,HD,Yes,8
114,Acer,Dual Core,4GB,512 GB,12 Inch,Normal,No,5
115,Ethos,Quad Core,8 GB,512 GB,12 Inch,HD,No,1
115,Acer,Dual Core,16 GB,1024 GB,12 Inch,Normal,Yes,6
115,Asus,Dual Core,16 GB,512 GB,14 Inch,HD,No,8
115,Other,Quad Core,16 GB,256 GB,12 Inch,Normal,No,8
115,Lenovo,Quad Core,4GB,512 GB,14 Inch,Normal,No,7
115,Acer,Dual Core,4GB,512 GB,12 Inch,Normal,No,1
115,Other,Dual Core,4GB,1024 GB,15.2 Inch,HD,No,8
115,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,5
115,Other,Quad Core,4GB,256 GB,14 Inch,HD,Yes,4
116,Acer,Quad Core,16 GB,512 GB,14 Inch,Normal,Yes,1
116,Asus,Quad Core,4GB,512 GB,12 Inch,Normal,Yes,8
116,Acer,Dual Core,4GB,512 GB,12 Inch,Normal,No,9
116,Acer,Quad Core,4GB,256 GB,15.2 Inch,HD,No,1
116,Acer,Dual Core,16 GB,1024 GB,12 Inch,Normal,Yes,1
116,Asus,Dual Core,8 GB,256 GB,14 Inch,HD,Yes,4
116,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,7
116,Apple,Dual Core,16 GB,256 GB,15.2 Inch,Normal,No,6
116,Lenovo,Dual Core,16 GB,1024 GB,14 Inch,Normal,No,2
117,Ethos,Quad Core,4GB,1024 GB,15.2 Inch,Normal,Yes,9
117,Lenovo,Dual Core,8 GB,256 GB,12 Inch,HD,No,3
117,Other,Quad Core,4GB,256 GB,14 Inch,HD,Yes,6
117,Apple,Dual Core,4GB,512 GB,14 Inch,HD,Yes,3
117,Apple,Dual Core,4GB,512 GB,14 Inch,HD,Yes,2
117,Lenovo,Dual Core,4GB,1024 GB,12 Inch,HD,Yes,8
117,Acer,Quad Core,4GB,256 GB,15.2 Inch,HD,No,2
117,Apple,Dual Core,8 GB,512 GB,15.2 Inch,Normal,Yes,1
117,Other,Quad Core,16 GB,256 GB,12 Inch,Normal,No,3
118,Asus,Quad Core,16 GB,1024 GB,12 Inch,HD,Yes,1
118,Other,Quad Core,4GB,256 GB,14 Inch,HD,Yes,2
118,Asus,Dual Core,4GB,256 GB,15.2 Inch,Normal,No,3
118,Lenovo,Dual Core,8 GB,256 GB,12 Inch,HD,No,5
118,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,1
118,Lenovo,Quad Core,16 GB,256 GB,15.2 Inch,Normal,Yes,1
118,Apple,Quad Core,8 GB,256 GB,12 Inch,Normal,Yes,2
118,Asus,Dual Core,16 GB,512 GB,14 Inch,HD,No,6
118,Lenovo,Dual Core,8 GB,256 GB,12 Inch,HD,No,4
119,Apple,Quad Core,4GB,1024 GB,12 Inch,HD,No,5
119,Other,Quad Core,4GB,256 GB,14 Inch,HD,Yes,7
119,Other,Quad Core,16 GB,256 GB,12 Inch,Normal,No,2
119,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,3
119,Other,Dual Core,8 GB,512 GB,12 Inch,Normal,No,3
119,Ethos,Quad Core,16 GB,512 GB,15.2 Inch,HD,No,9
119,Acer,Dual Core,4GB,512 GB,12 Inch,Normal,No,4
119,Apple,Dual Core,4GB,512 GB,14 Inch,HD,Yes,8
119,Apple,Dual Core,8 GB,512 GB,15.2 Inch,Normal,Yes,1
120,Other,Quad Core,4GB,256 GB,14 Inch,HD,Yes,7
120,Asus,Dual Core,8 GB,256 GB,14 Inch,HD,Yes,5
120,Other,Dual Core,8 GB,512 GB,12 Inch,Normal,No,7
120,Ethos,Quad Core,8 GB,512 GB,12 Inch,HD,No,6
120,Asus,Dual Core,16 GB,512 GB,14 Inch,HD,No,4
120,Apple,Dual Core,16 GB,256 GB,15.2 Inch,Normal,No,1
120,Acer,Dual Core,16 GB,1024 GB,12 Inch,Normal,Yes,3
120,Asus,Dual Core,8 GB,256 GB,14 Inch,HD,Yes,3
120,Ethos,Quad Core,4GB,1024 GB,15.2 Inch,Normal,Yes,3
121,Ethos,Dual Core,16 GB,256 GB,12 Inch,HD,Yes,3
121,Ethos,Dual Core,4GB,256 GB,14 Inch,Normal,Yes,2
121,Ethos,Dual Core,4GB,256 GB,14 Inch,Normal,Yes,2
121,Other,Quad Core,16 GB,256 GB,12 Inch,Normal,No,5
121,Acer,Dual Core,16 GB,1024 GB,12 Inch,Normal,Yes,2
121,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,9
121,Apple,Dual Core,16 GB,256 GB,15.2 Inch,Normal,No,1
121,Apple,Quad Core,16 GB,1024 GB,14 Inch,HD,No,8
121,Apple,Quad Core,4GB,1024 GB,12 Inch,HD,No,6
122,Lenovo,Quad Core,4GB,512 GB,14 Inch,Normal,No,5
122,Apple,Quad Core,4GB,1024 GB,12 Inch,HD,No,9
122,Asus,Quad Core,4GB,512 GB,12 Inch,Normal,Yes,9
122,Asus,Quad Core,16 GB,1024 GB,12 Inch,HD,Yes,2
122,Lenovo,Dual Core,4GB,1024 GB,12 Inch,HD,Yes,9
122,Ethos,Quad Core,4GB,1024 GB,15.2 Inch,Normal,Yes,6
122,Lenovo,Dual Core,4GB,1024 GB,12 Inch,HD,Yes,9
122,Lenovo,Dual Core,4GB,1024 GB,12 Inch,HD,Yes,6
122,Apple,Dual Core,4GB,512 GB,14 Inch,HD,Yes,6
123,Acer,Dual Core,8 GB,1024 GB,15.2 Inch,HD,Yes,8
123,Ethos,Dual Core,4GB,256 GB,14 Inch,Normal,Yes,6
123,Ethos,Dual Core,16 GB,256 GB,12 Inch,HD,Yes,4
123,Other,Quad Core,8 GB,1024 GB,14 Inch,Normal,Yes,3
123,Ethos,Dual Core,16 GB,256 GB,12 Inch,HD,Yes,9
123,Lenovo,Dual Core,16 GB,1024 GB,14 Inch,Normal,No,8
123,Lenovo,Quad Core,8 GB,512 GB,15.2 Inch,HD,Yes,1
123,Other,Quad Core,4GB,256 GB,14 Inch,HD,Yes,5
123,Acer,Quad Core,4GB,256 GB,15.2 Inch,HD,No,9
124,Other,Dual Core,8 GB,512 GB,12 Inch,Normal,No,7
124,Other,Quad Core,4GB,256 GB,14 Inch,HD,Yes,8
124,Ethos,Quad Core,4GB,1024 GB,15.2 Inch,Normal,Yes,8
124,Lenovo,Dual Core,16 GB,1024 GB,14 Inch,Normal,No,6
124,Lenovo,Dual Core,4GB,1024 GB,12 Inch,HD,Yes,7
124,Asus,Dual Core,4GB,256 GB,15.2 Inch,Normal,No,9
124,Other,Dual Core,4GB,1024 GB,15.2 Inch,HD,No,8
124,Ethos,Dual Core,16 GB,256 GB,12 Inch,HD,Yes,9
